player_id,date,market_value_in_eur,current_club_name,current_club_id,player_club_domestic_competition_id
5652,2016-05-31,250000,Without Club,984,GB1
28801,2016-05-31,400000,Coventry City,873,GB1
153067,2016-05-31,1000000,FC Astana,520,BE1
235413,2016-05-31,2000000,SK Slavia Prague,19,IT1
132,2016-06-01,1000000,Arsenal FC,11,GB1
264,2016-06-01,250000,Ferencvárosi TC,79,L1
2514,2016-06-01,12000000,Manchester United,985,GB1
2865,2016-06-01,6000000,Juventus FC,167,L1
2926,2016-06-01,750000,SV Darmstadt 98,105,L1
2950,2016-06-01,1000000,Austria Vienna,42,L1
3132,2016-06-01,200000,FC Viitorul Constanta,126,TR1
3146,2016-06-01,500000,Stoke City,512,GB1
3176,2016-06-01,200000,Molde FK,2282,BE1
3306,2016-06-01,3500000,Stoke City,1132,GB1
3332,2016-06-01,35000000,Manchester United,985,GB1
3333,2016-06-01,15000000,Liverpool FC,1237,GB1
3455,2016-06-01,15000000,Paris Saint-Germain,5,IT1
3534,2016-06-01,150000,Notts County,683,GR1
3540,2016-06-01,1000000,Sunderland AFC,289,GB1
3580,2016-06-01,350000,Melbourne City FC,43,SC1
3730,2016-06-01,1500000,Grasshopper Club Zurich,232,RU1
3979,2016-06-01,3000000,FC Porto,720,PO1
4115,2016-06-01,500000,Derby County,984,GB1
4188,2016-06-01,4000000,Besiktas JK,2420,PO1
4793,2016-06-01,1000000,BSC Young Boys,458,IT1
5023,2016-06-01,2000000,Juventus FC,506,IT1
5285,2016-06-01,1000000,Juventus FC,244,FR1
5658,2016-06-01,12000000,Arsenal FC,11,GB1
5947,2016-06-01,5000000,AS Roma,12,IT1
6087,2016-06-01,500000,Concordia Chiajna,128,GR1
6288,2016-06-01,12000000,Besiktas JK,79,L1
6590,2016-06-01,1000000,Kasimpasa,10484,TR1
6636,2016-06-01,6000000,Leicester City,1003,GB1
6893,2016-06-01,600000,Steaua Bucharest,984,GB1
7109,2016-06-01,2000000,Juventus FC,506,IT1
7602,2016-06-01,3000000,Paris Saint-Germain,583,FR1
8073,2016-06-01,1750000,FC Basel 1893,449,TR1
8198,2016-06-01,110000000,Real Madrid,18544,SA1
8806,2016-06-01,45000000,Chelsea FC,162,FR1
8885,2016-06-01,1000000,FC Girondins Bordeaux,40,FR1
9644,2016-06-01,200000,CSKA Moscow,2410,RU1
9800,2016-06-01,500000,Concordia Chiajna,61825,UKR1
9828,2016-06-01,500000,AS Monaco,162,FR1
9967,2016-06-01,3500000,Genoa CFC,1025,IT1
12124,2016-06-01,3000000,Stoke City,43,SC1
12149,2016-06-01,1000000,FC Nantes,995,FR1
12691,2016-06-01,2000000,West Ham United,379,GB1
13111,2016-06-01,250000,Szombathelyi Haladás,520,BE1
13121,2016-06-01,2000000,Fenerbahce,441,GR1
14132,2016-06-01,6000000,Real Madrid,418,ES1
14178,2016-06-01,1250000,Nottingham Forest,289,GB1
14192,2016-06-01,2000000,SL Benfica,294,PO1
14940,2016-06-01,500000,Rayo Vallecano,367,ES1
14942,2016-06-01,4000000,Shakhtar Donetsk,1390,IT1
14944,2016-06-01,200000,Kairat Almaty,964,RU1
15076,2016-06-01,4000000,Lokomotiv Moskau,2696,RU1
15083,2016-06-01,1000000,FK Krasnodar,3714,RU1
15164,2016-06-01,1500000,Sheffield Wednesday,289,GB1
15185,2016-06-01,8000000,Galatasaray,428,PL1
15220,2016-06-01,1000000,AFC Bournemouth,989,GB1
15362,2016-06-01,3000000,CSKA Moscow,2410,RU1
15363,2016-06-01,1000000,CSKA Moscow,2410,RU1
15570,2016-06-01,14000000,CSKA Moscow,2410,RU1
15650,2016-06-01,4000000,Dinamo Moscow,932,RU1
15904,2016-06-01,3000000,FC Barcelona,131,ES1
16230,2016-06-01,100000,FC Voluntari,2079,GR1
16498,2016-06-01,1250000,FC Ingolstadt 04,15,L1
16635,2016-06-01,16000000,Atlético de Madrid,13,ES1
16756,2016-06-01,4000000,Terek Grozny,2698,RU1
16833,2016-06-01,700000,Steaua Bucharest,2293,TR1
16956,2016-06-01,400000,Lechia Gdansk,3,L1
17259,2016-06-01,45000000,Bayern Munich,27,L1
17965,2016-06-01,24000000,Tottenham Hotspur,51828,MLS1
18324,2016-06-01,500000,Ferencvárosi TC,984,GB1
18944,2016-06-01,40000000,FC Barcelona,131,ES1
19368,2016-06-01,18000000,Tottenham Hotspur,148,GB1
20081,2016-06-01,3000000,Stade Rennais FC,24,L1
20276,2016-06-01,1500000,VfB Stuttgart,79,L1
21042,2016-06-01,1400000,Fenerbahce,36,TR1
21333,2016-06-01,4500000,Everton FC,903,SC1
21369,2016-06-01,30000000,FC Barcelona,141,TR1
21905,2016-06-01,2500000,Watford FC,252,IT1
22149,2016-06-01,500000,KV Mechelen,3057,BE1
22318,2016-06-01,4000000,SS Lazio,3522,IT1
22338,2016-06-01,2500000,Montreal Impact,2969,FR1
22628,2016-06-01,8000000,Stade Rennais FC,273,FR1
22636,2016-06-01,50000,Petrolul Ploiesti,3911,FR1
22673,2016-06-01,2000000,Udinese Calcio,8970,IT1
23674,2016-06-01,2600000,Trabzonspor,449,TR1
23951,2016-06-01,10000000,Olympique Marseille,244,FR1
24049,2016-06-01,1000000,Dnipro Dnipropetrovsk (-2020),338,UKR1
24180,2016-06-01,10000000,Liverpool FC,6890,TR1
24202,2016-06-01,800000,Pandurii Targu Jiu (- 2022),8715,
24589,2016-06-01,2000000,Norwich City,1123,GB1
24976,2016-06-01,750000,Austria Vienna,4482,UKR1
25115,2016-06-01,4000000,Ludogorets Razgrad,595,FR1
25488,2016-06-01,23000000,SS Lazio,398,IT1
25508,2016-06-01,8000000,Paris Saint-Germain,583,FR1
25557,2016-06-01,40000000,Real Madrid,418,ES1
25727,2016-06-01,6000000,Borussia Dortmund,16,L1
25820,2016-06-01,200000,Shakhtar Donetsk,660,UKR1
25942,2016-06-01,1000000,Pandurii Targu Jiu (- 2022),455,RO1
26200,2016-06-01,450000,KF Skënderbeu,605,GR1
26485,2016-06-01,40000000,Bayern Munich,27,L1
26764,2016-06-01,7000000,Manchester City,4171,IT1
26936,2016-06-01,2000000,Bursaspor,20,TR1
27236,2016-06-01,500000,Wolfsberger AC,6996,UKR1
27511,2016-06-01,16000000,Chelsea FC,873,GB1
27941,2016-06-01,5000000,AS Monaco,162,FR1
27954,2016-06-01,600000,Austria Vienna,338,UKR1
27992,2016-06-01,50000000,Real Madrid,5,IT1
28335,2016-06-01,2000000,Olympique Lyon,1416,FR1
28775,2016-06-01,500000,Ferencvárosi TC,20,TR1
28937,2016-06-01,3000000,Lokomotiv Moskau,2696,RU1
28973,2016-06-01,6000000,Southampton FC,180,GB1
29124,2016-06-01,3000000,Athletic Bilbao,621,ES1
29213,2016-06-01,7000000,FK Krasnodar,16704,RU1
29260,2016-06-01,13000000,Juventus FC,506,IT1
29364,2016-06-01,18000000,AS Monaco,1075,PO1
29390,2016-06-01,600000,Aarhus GF,3999,GR1
29391,2016-06-01,500000,Hamilton Academical FC,2999,SC1
29401,2016-06-01,20000000,Juventus FC,44,L1
29434,2016-06-01,18000000,Crystal Palace,618,FR1
29494,2016-06-01,1000000,Galatasaray,141,TR1
29594,2016-06-01,11000000,Southampton FC,130,IT1
29692,2016-06-01,7000000,Swansea City,379,GB1
29835,2016-06-01,7000000,ACF Fiorentina,82,L1
30338,2016-06-01,500000,Malmö FF,370,SC1
30418,2016-06-01,5000000,Panathinaikos Athens,16704,RU1
31007,2016-06-01,7000000,SV Werder Bremen,86,L1
31095,2016-06-01,6500000,Borussia Dortmund,589,TR1
31159,2016-06-01,2500000,VfB Stuttgart,86,L1
31312,2016-06-01,1000000,Ipswich Town,371,SC1
31493,2016-06-01,1200000,TSV 1860 Munich,5817,DK1
31514,2016-06-01,1500000,FC Ingolstadt 04,38,L1
31720,2016-06-01,2500000,Sunderland AFC,289,GB1
31909,2016-06-01,50000000,Real Madrid,418,ES1
32467,2016-06-01,50000000,FC Barcelona,131,ES1
33042,2016-06-01,800000,Calcio Como,605,GR1
33195,2016-06-01,500000,Slovan Bratislava,2999,SC1
33440,2016-06-01,100000,Concordia Chiajna,3057,BE1
33735,2016-06-01,100000,FC Viitorul Constanta,3349,PO1
33793,2016-06-01,6000000,Fenerbahce,126,TR1
33829,2016-06-01,5000000,Southampton FC,3268,PO1
33868,2016-06-01,1000000,Videoton FC,58,BE1
33923,2016-06-01,30000000,Paris Saint-Germain,506,IT1
34130,2016-06-01,3000000,Burnley FC,985,GB1
34159,2016-06-01,1500000,GNK Dinamo Zagreb,1075,PO1
34393,2016-06-01,9000000,Lokomotiv Moskau,932,RU1
34409,2016-06-01,3500000,Crystal Palace,873,GB1
34421,2016-06-01,250000,Lokomotiv Moskau,449,TR1
34453,2016-06-01,2500000,FC Basel 1893,3840,TR1
34512,2016-06-01,400000,Astra Giurgiu,2439,RU1
34542,2016-06-01,4500000,FC Basel 1893,5546,TS1
34543,2016-06-01,750000,1.FC Köln,3,L1
34553,2016-06-01,1750000,HNK Rijeka,398,IT1
34561,2016-06-01,3500000,Hamburger SV,2778,DK1
34572,2016-06-01,19000000,Juventus FC,5,IT1
34691,2016-06-01,1000000,Burnley FC,1132,GB1
34787,2016-06-01,6000000,1.FSV Mainz 05,167,L1
34987,2016-06-01,5000000,Beijing Guoan,385,NL1
35004,2016-06-01,4250000,Bursaspor,20,TR1
35026,2016-06-01,6000000,Galatasaray,141,TR1
35035,2016-06-01,1500000,Ferencvárosi TC,2288,GB1
35047,2016-06-01,23000000,Zenit St. Petersburg,12321,ES1
35075,2016-06-01,350000,Lechia Gdansk,4128,RU1
35193,2016-06-01,1000000,Colorado Rapids,873,GB1
35247,2016-06-01,7000000,VfL Wolfsburg,82,L1
35259,2016-06-01,100000,CS Universitatea Craiova,4482,UKR1
35518,2016-06-01,33000000,Manchester City,681,ES1
35583,2016-06-01,1500000,Watford FC,1010,GB1
35664,2016-06-01,50000000,Arsenal FC,6890,TR1
36025,2016-06-01,3500000,Celtic FC,157,BE1
36200,2016-06-01,5500000,Besiktas JK,19789,TR1
36371,2016-06-01,13500000,ACF Fiorentina,276,IT1
36688,2016-06-01,10000000,CSKA Moscow,1091,GR1
36884,2016-06-01,2000000,Norwich City,2553,SC1
36911,2016-06-01,200000,Petrolul Ploiesti,1147,FR1
37290,2016-06-01,500000,CSMS Iași,5817,DK1
37304,2016-06-01,10000000,Southampton FC,180,GB1
37418,2016-06-01,12000000,Inter Milan,46,IT1
37647,2016-06-01,23000000,West Ham United,978,BRA1
37920,2016-06-01,4500000,Stade Rennais FC,324,PL1
37933,2016-06-01,1900000,Ludogorets Razgrad,1083,RU1
37981,2016-06-01,4000000,Watford FC,410,IT1
38073,2016-06-01,3500000,Norwich City,496,SE1
38253,2016-06-01,75000000,Bayern Munich,131,ES1
38267,2016-06-01,1750000,1.FC Köln,605,GR1
38593,2016-06-01,35000000,SSC Napoli,449,TR1
38782,2016-06-01,5000000,Spartak Moscow,2696,RU1
38802,2016-06-01,12000000,FK Krasnodar,1083,RU1
38870,2016-06-01,1500000,GNK Dinamo Zagreb,265,GR1
39020,2016-06-01,16000000,FC Schalke 04,932,RU1
39106,2016-06-01,1500000,Hannover 96,39,L1
39333,2016-06-01,9000000,Fenerbahce,36,TR1
39381,2016-06-01,80000000,Real Madrid,418,ES1
39665,2016-06-01,4500000,Bursaspor,1268,NL1
39679,2016-06-01,15000000,Manchester United,985,GB1
39728,2016-06-01,38000000,Borussia Dortmund,16,L1
39799,2016-06-01,4500000,SSC Napoli,5,IT1
39983,2016-06-01,30000000,Juventus FC,506,IT1
39996,2016-06-01,4000000,Shakhtar Donetsk,660,UKR1
40074,2016-06-01,2000000,RB Leipzig,24,L1
40204,2016-06-01,17000000,Manchester City,281,GB1
40478,2016-06-01,7000000,FC Schalke 04,968,BE1
40567,2016-06-01,1000000,West Bromwich Albion,124,SC1
40611,2016-06-01,14000000,Southampton FC,1003,GB1
40632,2016-06-01,300000,Puskás Akadémia FC,520,BE1
40633,2016-06-01,8000000,ACF Fiorentina,430,IT1
41311,2016-06-01,100000,Petrolul Ploiesti,1387,IT1
41384,2016-06-01,10000000,Stoke City,159,SER1
41982,2016-06-01,30000000,AS Roma,1096,BE1
42205,2016-06-01,10000000,Borussia Mönchengladbach,46,IT1
42401,2016-06-01,2700000,Legia Warszawa,255,PL1
42412,2016-06-01,6000000,West Bromwich Albion,984,GB1
42460,2016-06-01,21000000,Inter Milan,383,NL1
42463,2016-06-01,100000,Steaua Bucharest,4,L1
42710,2016-06-01,27000000,Tottenham Hotspur,148,GB1
42948,2016-06-01,700000,Odense Boldklub,2861,BE1
43246,2016-06-01,1500000,FC Viktoria Plzen,524,TR1
43250,2016-06-01,23000000,Tottenham Hotspur,148,GB1
43266,2016-06-01,1500000,Reading FC,3008,GB1
43333,2016-06-01,250000,Békéscsaba 1912 Elöre SE,1038,IT1
43530,2016-06-01,19000000,Liverpool FC,31,GB1
43716,2016-06-01,600000,Slovan Bratislava,2703,RU1
43742,2016-06-01,150000,Vasas FC,601,BE1
43853,2016-06-01,2500000,Reading FC,1032,GB1
43907,2016-06-01,8000000,Tigres UANL,7055,MEX1
44058,2016-06-01,12000000,AS Roma,131,ES1
44357,2016-06-01,1200000,Shakhtar Donetsk,2477,UKR1
44402,2016-06-01,10000000,Fenerbahce,114,TR1
44412,2016-06-01,8000000,Villarreal CF,1050,ES1
44432,2016-06-01,750000,Pandurii Targu Jiu (- 2022),12438,RU1
45026,2016-06-01,14000000,Sporting CP,336,PO1
45045,2016-06-01,100000,CFR Cluj,3349,PO1
45184,2016-06-01,30000000,Sevilla FC,932,RU1
45333,2016-06-01,17000000,Everton FC,29,GB1
45494,2016-06-01,3500000,Crystal Palace,873,GB1
45559,2016-06-01,4500000,Bursaspor,1091,GR1
45671,2016-06-01,8000000,Besiktas JK,10484,TR1
45931,2016-06-01,600000,Steaua Bucharest,2578,SC1
46001,2016-06-01,13000000,Newcastle United,265,GR1
46083,2016-06-01,7500000,Dynamo Kyiv,2441,GR1
46405,2016-06-01,3000000,HNK Hajduk Split,447,KR1
46415,2016-06-01,3000000,Málaga CF,144,KR1
46478,2016-06-01,6000000,FK Krasnodar,190,DK1
46504,2016-06-01,1250000,FC Dinamo 1948,312,RO1
46552,2016-06-01,10000000,Torino FC,5689,PL1
46580,2016-06-01,7500000,TSG 1899 Hoffenheim,533,L1
46602,2016-06-01,250000,AS Ardealul Tg. Mures (- 2018),3691,RU1
46635,2016-06-01,12000000,Zenit St. Petersburg,1186,RU1
46658,2016-06-01,4000000,Genclerbirligi Ankara,820,TR1
47082,2016-06-01,25000000,Liverpool FC,449,TR1
47184,2016-06-01,4000000,Osmanlispor FK,4603,GR1
47199,2016-06-01,1500000,IFK Norrköping,38,L1
47435,2016-06-01,700000,PAS Giannina,2671,GR1
47459,2016-06-01,1000000,FC Dinamo Bucharest,3691,RU1
47543,2016-06-01,4600000,Kasimpasa,868,TR1
47576,2016-06-01,2200000,Astra Giurgiu,58049,RO1
47659,2016-06-01,4500000,Watford FC,833,TR1
48002,2016-06-01,9000000,West Ham United,379,GB1
48067,2016-06-01,10000000,Zenit St. Petersburg,71985,RU1
48078,2016-06-01,3500000,Burnley FC,1132,GB1
48262,2016-06-01,1400000,Al-Gharafa SC,192,NL1
48550,2016-06-01,1000000,CSKA Moscow,232,RU1
48954,2016-06-01,250000,Inverness Caledonian Thistle FC,2999,SC1
49031,2016-06-01,450000,MTK Budapest,2861,BE1
49147,2016-06-01,1500000,FC Copenhagen,190,DK1
49275,2016-06-01,4500000,Hamburger SV,1044,SE1
49719,2016-06-01,500000,Diósgyőri VTK,6,TR1
50057,2016-06-01,30000000,Arsenal FC,417,FR1
50174,2016-06-01,14000000,Tottenham Hotspur,1010,GB1
50201,2016-06-01,27000000,Liverpool FC,2440,MLS1
50202,2016-06-01,65000000,Chelsea FC,418,ES1
50219,2016-06-01,12000000,Liverpool FC,2282,BE1
50355,2016-06-01,8000000,FC Krasnodar,16704,RU1
50628,2016-06-01,400000,SV Ried,5817,DK1
51100,2016-06-01,2500000,Hertha BSC,45,
51118,2016-06-01,7000000,Sevilla FC,1095,FR1
51321,2016-06-01,1000000,West Ham United,379,GB1
51346,2016-06-01,4250000,FC Basel 1893,26,C1
51452,2016-06-01,8000000,Liverpool FC,123,
51471,2016-06-01,20000000,Real Madrid,281,GB1
51541,2016-06-01,350000,SCR Altach,3060,GR1
52246,2016-06-01,2750000,FC Nantes,995,FR1
52261,2016-06-01,8000000,Basaksehir FK,6890,TR1
52269,2016-06-01,1500000,FC Luzern,126,TR1
52469,2016-06-01,10000000,Athletic Bilbao,621,ES1
52570,2016-06-01,15000000,Southampton FC,989,GB1
52595,2016-06-01,3000000,1.FSV Mainz 05,26,C1
53399,2016-06-01,200000,Debreceni VSC,826,FR1
54512,2016-06-01,1700000,Legia Warszawa,868,TR1
54528,2016-06-01,1800000,Pandurii Targu Jiu (- 2022),19771,TR1
54816,2016-06-01,300000,Puskás Akadémia FC,6414,UKR1
54906,2016-06-01,15000000,Manchester United,46,IT1
55210,2016-06-01,300000,Willem II Tilburg,403,NL1
55282,2016-06-01,5000000,ACF Fiorentina,5,IT1
55336,2016-06-01,5000000,Spartak Moscow,232,RU1
55369,2016-06-01,6000000,Lokomotiv Moskau,932,RU1
55512,2016-06-01,750000,SK Sturm Graz,105,L1
56026,2016-06-01,550000,SK Sturm Graz,1467,TR1
56386,2016-06-01,7500000,Fenerbahce,3840,TR1
56416,2016-06-01,16000000,SSC Napoli,6195,IT1
56747,2016-06-01,6750000,Trabzonspor,449,TR1
56810,2016-06-01,18000000,Sporting CP,336,PO1
56818,2016-06-01,30000000,Manchester United,985,GB1
56872,2016-06-01,3500000,Leicester City,2727,BE1
57071,2016-06-01,700000,RB Leipzig,23826,L1
57500,2016-06-01,20000000,Chelsea FC,368,ES1
57644,2016-06-01,300000,ACS Poli Timisoara (2012 - 2021),8970,IT1
57851,2016-06-01,800000,FC Viitorul Constanta,128,GR1
58000,2016-06-01,2500000,Dnipro Dnipropetrovsk (-2020),2477,UKR1
58205,2016-06-01,18000000,VfL Wolfsburg,232,RU1
58358,2016-06-01,75000000,Bayern Munich,6321,MLS1
58949,2016-06-01,25000000,Sevilla FC,660,UKR1
58970,2016-06-01,1500000,Dnipro Dnipropetrovsk (-2020),10690,UKR1
59016,2016-06-01,45000000,Bayern Munich,418,ES1
59027,2016-06-01,6000000,Borussia Dortmund,82686,MLS1
59032,2016-06-01,15000000,Dynamo Kyiv,14,A1
59054,2016-06-01,2000000,FC Ingolstadt 04,2446,A1
59082,2016-06-01,1000000,Eintracht Frankfurt,452,C1
59084,2016-06-01,3000000,Steaua Bucharest,301,RO1
59145,2016-06-01,700000,SV Ried,234,NL1
59187,2016-06-01,14000000,Zenit St. Petersburg,11127,RU1
59238,2016-06-01,4500000,FC Augsburg,26,C1
59322,2016-06-01,2500000,Zorya Lugansk,338,UKR1
59377,2016-06-01,40000000,Manchester United,430,IT1
59606,2016-06-01,4000000,Watford FC,1010,GB1
59908,2016-06-01,3000000,Kuban Krasnodar (-2018),61825,UKR1
59951,2016-06-01,100000,AS Ardealul Tg. Mures (- 2018),2672,GR1
59970,2016-06-01,8000000,Shakhtar Donetsk,48332,UKR1
60164,2016-06-01,900000,SK Sturm Graz,122,A1
60444,2016-06-01,25000000,Bayern Munich,27,L1
60561,2016-06-01,13000000,Olympique Lyon,995,FR1
60632,2016-06-01,2750000,SV Werder Bremen,86,L1
60709,2016-06-01,5750000,Galatasaray,19789,TR1
61591,2016-06-01,800000,1.FC Nuremberg,41,L1
61651,2016-06-01,28000000,Liverpool FC,1148,GB1
61989,2016-06-01,900000,SK Sturm Graz,122,A1
62052,2016-06-01,750000,Millwall FC,762,GB1
62134,2016-06-01,250000,Wolfsberger AC,2671,GR1
62855,2016-06-01,450000,St. Johnstone FC,2578,SC1
63047,2016-06-01,900000,SK Slavia Prague,62,TS1
63209,2016-06-01,750000,Ferencvárosi TC,2672,GR1
63223,2016-06-01,300000,Kilmarnock FC,6699,
63252,2016-06-01,4500000,Dinamo Moscow,244,FR1
63821,2016-06-01,2500000,Cardiff City,6297,
64000,2016-06-01,4000000,FC Basel 1893,26,C1
64016,2016-06-01,750000,Red Bull Salzburg,126,TR1
64104,2016-06-01,400000,AS Ardealul Tg. Mures (- 2018),6994,UKR1
64118,2016-06-01,600000,Steaua Bucharest,3729,RU1
